cluster	x	y	z	intensity	temperature	label
Lyra	22.8715	-32.772	42.4729	65.2021	404.1327	Lyra-03701
Cygnus	36.3796	37.2049	-20.4118	59.8365	387.6651	Cygnus-03702
Hydra	-25.1853	-51.3127	-42.6803	76.6941	415.1374	Hydra-03703
Orion	-47.0351	28.7635	11.7619	61.9339	397.0669	Orion-03704
Lyra	11.3002	-34.7099	53.7441	72.193	413.2074	Lyra-03705
Cygnus	60.1865	12.0282	-16.4805	66.1515	403.4132	Cygnus-03706
Hydra	-47.1506	-39.7516	-40.1144	78.8037	426.8864	Hydra-03707
Orion	-39.6798	13.1731	-3.0111	46.7209	371.1677	Orion-03708
Lyra	19.7832	-20.8522	46.0204	60.0194	384.5391	Lyra-03709
Cygnus	59.0047	15.9672	-27.099	74.3857	417.1497	Cygnus-03710
Hydra	-12.3216	-46.3838	-28.1265	59.1975	391.6653	Hydra-03711
Orion	-45.5466	29.0858	28.2803	62.6062	396.9995	Orion-03712
Lyra	12.3855	-32.5241	26.8786	43.9785	357.8664	Lyra-03713
Cygnus	64.7706	19.8472	-19.0271	70.7349	415.5805	Cygnus-03714
Hydra	-38.0396	-44.2268	-42.4224	77.4847	418.352	Hydra-03715
Orion	-69.3031	21.6389	11.7545	76.6768	415.1805	Orion-03716
Lyra	27.2148	-31.4937	55.1012	76.15	429.3574	Lyra-03717
Cygnus	55.5512	27.7964	-22.1077	72.4161	419.1568	Cygnus-03718
Hydra	-17.3428	-54.5525	-49.4966	81.0427	419.2504	Hydra-03719
Orion	-43.3227	16.635	21.2776	53.6871	375.5182	Orion-03720
Lyra	0.9281	-37.1205	48.2211	65.7334	404.3348	Lyra-03721
Cygnus	76.2644	1.4917	-38.9896	90.1899	445.5701	Cygnus-03722
Hydra	-41.1739	-43.6405	-27.6605	70.3162	406.9373	Hydra-03723
Orion	-52.4756	22.9957	15.537	66.1134	399.6436	Orion-03724
Lyra	3.078	-24.0014	48.3032	62.2958	395.1656	Lyra-03725
Cygnus	43.9189	49.9966	-16.6377	68.9849	410.1086	Cygnus-03726
Hydra	-35.0158	-44.6224	-21.6466	69.0732	402.1767	Hydra-03727
Orion	-36.9178	9.1441	11.0339	40.8775	355.1781	Orion-03728
Lyra	22.1915	-36.3389	57.7515	75.6768	411.8056	Lyra-03729
Cygnus	40.3969	30.4229	-32.1171	68.3585	404.7423	Cygnus-03730
Hydra	-13.0933	-37.5482	-36.534	59.7172	391.1309	Hydra-03731
Orion	-47.4947	11.0824	21.5772	57.6541	385.0728	Orion-03732
Lyra	10.9261	-24.2297	40.7524	54.0296	372.3684	Lyra-03733
Cygnus	44.7183	24.1365	-9.5748	53.7963	383.2012	Cygnus-03734
Hydra	-17.7841	-44.8996	-19.9943	54.8559	364.8739	Hydra-03735
Orion	-43.2759	10.4354	23.1778	58.284	394.6595	Orion-03736
Lyra	43.5412	-24.3336	29.3034	66.3687	404.8806	Lyra-03737
Cygnus	55.8906	27.921	-26.7157	76.2572	410.6231	Cygnus-03738
Hydra	-26.5897	-54.3163	-38.7166	78.7586	422.5669	Hydra-03739
Orion	-54.8994	15.6202	12.1925	61.2548	395.7918	Orion-03740
Lyra	14.3383	-41.4769	50.3541	69.5416	412.1661	Lyra-03741
Cygnus	48.1451	20.5726	-27.1963	62.6532	387.7217	Cygnus-03742
Hydra	-6.0018	-47.3662	-37.3558	61.2211	392.0494	Hydra-03743
Orion	-44.4631	21.2852	14.3592	54.1207	375.92	Orion-03744
Lyra	28.7397	-26.9191	41.0574	63.7708	401.1309	Lyra-03745
Cygnus	47.2417	23.5282	-19.3749	60.9808	394.7607	Cygnus-03746
Hydra	-18.7147	-59.6765	-21.6586	70.3374	413.4677	Hydra-03747
Orion	-48.0555	24.1327	16.4958	58.0429	377.1449	Orion-03748
Lyra	14.3686	-10.0014	46.8602	54.4186	383.1247	Lyra-03749
Cygnus	43.5808	27.3496	-19.1253	55.6397	383.1215	Cygnus-03750
Hydra	-12.7861	-63.3667	-32.8102	80.7597	433.9763	Hydra-03751
Orion	-33.0958	17.1184	20.1625	47.1808	366.5114	Orion-03752
Lyra	30.5552	-15.9783	57.4043	71.2832	412.7514	Lyra-03753
Cygnus	51.5505	29.182	-20.4291	65.5047	392.2385	Cygnus-03754
Hydra	-11.2414	-43.7566	-42.0923	64.6881	398.1696	Hydra-03755
Orion	-57.2688	-1.4889	10.341	65.466	391.0108	Orion-03756
Lyra	14.7244	-31.3747	38.814	55.8594	379.4189	Lyra-03757
Cygnus	40.9491	30.3186	-14.8362	59.6845	382.2883	Cygnus-03758
Hydra	-25.7638	-43.6617	-26.9699	62.7234	402.215	Hydra-03759
Orion	-34.4738	20.6192	14.075	47.853	371.9708	Orion-03760
Lyra	1.3599	-39.0794	37.2999	62.7851	388.4002	Lyra-03761
Cygnus	44.3824	39.6469	-40.8436	78.3849	416.2714	Cygnus-03762
Hydra	-6.1863	-37.9624	-45.8027	65.0076	394.7267	Hydra-03763
Orion	-51.7378	16.4483	28.8856	62.9693	389.3917	Orion-03764
Lyra	15.8347	-44.9842	30.9623	65.0007	400.9234	Lyra-03765
Cygnus	56.4147	33.9839	-27.9383	78.529	435.2947	Cygnus-03766
Hydra	-22.6723	-33.8611	-23.9729	53.7968	371.6257	Hydra-03767
Orion	-51.8174	13.498	-5.4153	61.2347	385.6275	Orion-03768
Lyra	28.9437	-36.2685	41.6818	67.0531	395.3157	Lyra-03769
Cygnus	72.5003	23.4331	-23.0461	80.8934	423.9806	Cygnus-03770
Hydra	-34.7888	-40.7901	-35.92	72.6064	402.5244	Hydra-03771
Orion	-26.1997	-0.4176	16.5703	35.8669	339.9821	Orion-03772
Lyra	9.1201	-42.3856	41.0789	59.8554	388.479	Lyra-03773
Cygnus	47.0811	37.8533	-31.5489	76.482	432.4967	Cygnus-03774
Hydra	-11.0499	-59.8182	-32.268	73.3259	408.0705	Hydra-03775
Orion	-32.1253	9.9851	2.5003	34.4811	346.6787	Orion-03776
Lyra	18.3185	-45.1894	47.226	74.6497	421.2386	Lyra-03777
Cygnus	56.8977	24.6465	-17.2595	73.2384	414.0474	Cygnus-03778
Hydra	-36.1635	-45.2401	-38.4543	74.7091	427.6789	Hydra-03779
Orion	-40.616	17.0544	15.0141	54.3378	369.3816	Orion-03780
Lyra	27.8961	-39.261	52.8947	75.5442	406.6217	Lyra-03781
Cygnus	44.0273	25.2229	-14.0742	60.9778	399.3135	Cygnus-03782
Hydra	-25.0272	-49.3343	-32.9347	71.8426	406.7984	Hydra-03783
Orion	-47.7561	29.0034	12.099	61.3505	380.3745	Orion-03784
Lyra	20.8541	-49.6199	40.1957	73.2368	408.3744	Lyra-03785
Cygnus	76.9591	31.4184	-18.1836	90.3513	445.7213	Cygnus-03786
Hydra	3.3992	-44.8759	-48.183	74.7946	412.2385	Hydra-03787
Orion	-46.8415	28.2748	10.3227	62.1905	394.7417	Orion-03788
Lyra	24.5491	-30.2278	27.1569	54.6534	376.1949	Lyra-03789
Cygnus	64.3138	17.4196	-16.3522	76.5222	419.158	Cygnus-03790
Hydra	-24.0774	-30.8218	-32.8785	54.1843	379.7277	Hydra-03791
Orion	-49.796	-0.0899	0.4436	53.4165	376.29	Orion-03792
Lyra	26.101	-33.413	38.4246	62.6163	386.0459	Lyra-03793
Cygnus	47.7082	27.0612	-24.4833	66.4039	407.8482	Cygnus-03794
Hydra	-26.3557	-52.823	-11.5609	67.7283	399.3829	Hydra-03795
Orion	-51.1214	21.4225	21.6515	61.724	389.2966	Orion-03796
Lyra	7.5843	-45.9019	47.1875	70.652	403.1621	Lyra-03797
Cygnus	57.5474	37.5445	-21.3719	74.5703	412.2935	Cygnus-03798
Hydra	-34.0283	-35.7782	-27.8743	61.2734	391.1431	Hydra-03799
Orion	-40.939	31.4703	-12.1143	57.9413	387.4475	Orion-03800
Lyra	8.2311	-25.5357	43.4827	59.3208	387.1802	Lyra-03801
Cygnus	49.7774	37.8769	-29.5715	69.8058	408.849	Cygnus-03802
Hydra	-21.0449	-54.3443	-29.7851	74.4398	414.6071	Hydra-03803
Orion	-69.376	23.3559	7.4824	78.4021	418.0841	Orion-03804
Lyra	32.7104	-51.5296	36.7459	80.0206	426.5733	Lyra-03805
Cygnus	56.6595	28.3134	-32.2359	72.2894	403.522	Cygnus-03806
Hydra	-16.1302	-46.1877	-25.7112	59.068	391.2128	Hydra-03807
Orion	-32.7292	14.7143	20.3895	47.3607	370.3531	Orion-03808
Lyra	9.8196	-28.2967	34.2422	52.6417	370.9285	Lyra-03809
Cygnus	65.3522	24.0868	-27.4773	79.3315	421.9696	Cygnus-03810
Hydra	-19.235	-30.4943	-16.6601	45.3574	355.7418	Hydra-03811
Orion	-42.3801	17.202	17.9964	56.0231	387.1609	Orion-03812
Lyra	17.6917	-16.2299	34.9979	45.3203	362.9223	Lyra-03813
Cygnus	59.9084	27.6149	-31.4203	79.9696	413.0405	Cygnus-03814
Hydra	-35.4617	-49.3665	-28.3449	71.1489	413.3209	Hydra-03815
Orion	-40.4926	16.9801	26.7053	60.0308	385.8742	Orion-03816
Lyra	39.507	-32.3883	44.8328	75.3559	404.1835	Lyra-03817
Cygnus	56.1612	13.45	-16.6219	61.9683	392.6632	Cygnus-03818
Hydra	-33.296	-46.2981	-22.2779	66.16	401.8672	Hydra-03819
Orion	-63.139	24.3069	20.1581	72.7017	409.8514	Orion-03820
Lyra	0.568	-19.8469	21.2576	29.9366	337.406	Lyra-03821
Cygnus	50.6476	19.9242	-27.596	69.5857	403.2097	Cygnus-03822
Hydra	-11.7603	-32.6628	-18.6908	41.1039	342.6716	Hydra-03823
Orion	-38.083	21.2425	11.4953	45.4522	365.4243	Orion-03824
Lyra	19.7328	-17.5423	53.7485	67.9334	412.9129	Lyra-03825
Cygnus	37.5416	18.6096	-32.5386	53.1173	380.8602	Cygnus-03826
Hydra	-17.7481	-50.0245	-17.0096	61.9436	394.6963	Hydra-03827
Orion	-35.8267	10.094	5.1129	40.9121	352.2363	Orion-03828
Lyra	24.1289	-43.7797	42.3889	69.886	404.1485	Lyra-03829
Cygnus	49.7633	26.6844	-28.0769	69.8174	403.1673	Cygnus-03830
Hydra	-29.3518	-48.5758	-46.7635	77.8108	414.9537	Hydra-03831
Orion	-43.1588	-8.3767	20.7326	50.4497	364.9451	Orion-03832
Lyra	23.2336	-27.355	34.7798	51.2747	372.4211	Lyra-03833
Cygnus	50.3711	37.2748	-11.8531	65.7001	392.7539	Cygnus-03834
Hydra	-24.105	-43.2836	-32.0394	60.7322	387.5969	Hydra-03835
Orion	-48.6856	22.8623	10.0303	58.9876	382.3191	Orion-03836
Lyra	26.6837	-24.7984	42.2709	64.2098	392.1375	Lyra-03837
Cygnus	54.6365	30.8368	-38.2205	75.5913	410.2247	Cygnus-03838
Hydra	-8.6355	-51.9432	-25.3719	60.2193	394.2697	Hydra-03839
Orion	-25.9169	14.5613	24.2226	43.7907	359.2436	Orion-03840
Lyra	26.9945	-30.0844	44.4425	67.2557	406.4608	Lyra-03841
Cygnus	56.278	28.4259	-42.0789	76.6069	419.8845	Cygnus-03842
Hydra	-17.9626	-47.8045	-38.1718	64.7399	397.5963	Hydra-03843
Orion	-51.0185	16.1216	21.5595	65.6468	399.9995	Orion-03844
Lyra	14.0742	-39.1623	44.8116	68.567	404.6606	Lyra-03845
Cygnus	42.4462	48.1097	-22.5603	75.1399	405.4618	Cygnus-03846
Hydra	-11.8989	-46.037	-24.1116	61.9935	401.0421	Hydra-03847
Orion	-43.5072	18.1991	11.619	49.0546	372.7911	Orion-03848
Lyra	48.0472	-33.9588	44.6375	80.9315	420.6879	Lyra-03849
Cygnus	57.4283	26.5066	-18.4052	66.0124	405.6468	Cygnus-03850
Hydra	-21.6274	-41.5714	-45.8481	66.8362	395.0332	Hydra-03851
Orion	-44.7054	-1.6814	10.5104	48.7008	359.782	Orion-03852
Lyra	30.1862	-45.8138	37.7355	72.1421	410.4602	Lyra-03853
Cygnus	55.0721	35.1728	-31.4388	73.3646	407.7066	Cygnus-03854
Hydra	-4.4296	-51.7089	-22.3409	63.8677	398.1572	Hydra-03855
Orion	-42.6012	15.4613	18.7102	57.5626	383.0232	Orion-03856
Lyra	24.7366	-36.675	40.5077	60.3154	387.8397	Lyra-03857
Cygnus	62.8031	35.1442	-9.1279	77.3774	428.8387	Cygnus-03858
Hydra	-13.9371	-47.7291	-30.0951	61.7623	384.1387	Hydra-03859
Orion	-41.5565	10.4247	2.227	46.6246	359.3072	Orion-03860
Lyra	7.8198	-29.5985	66.2694	79.0692	410.6947	Lyra-03861
Cygnus	63.6046	37.6889	0.8552	78.4391	421.1185	Cygnus-03862
Hydra	-19.9455	-33.1845	-13.0639	44.8068	362.1289	Hydra-03863
Orion	-54.7943	2.4502	15.5264	57.2971	382.7135	Orion-03864
Lyra	16.241	-16.7588	50.0575	55.6227	384.8279	Lyra-03865
Cygnus	38.8346	36.8413	-23.112	65.2227	383.4937	Cygnus-03866
Hydra	-10.7455	-48.1977	-46.689	69.1091	398.3021	Hydra-03867
Orion	-38.3722	26.4561	13.6721	53.1611	383.1145	Orion-03868
Lyra	16.815	-5.0476	50.7291	55.6972	381.1093	Lyra-03869
Cygnus	67.6715	26.4123	-26.2485	83.6698	434.427	Cygnus-03870
Hydra	-14.8668	-45.8466	-27.8855	60.1074	396.7596	Hydra-03871
Orion	-36.9983	16.3807	29.815	50.2741	371.6753	Orion-03872
Lyra	22.9209	-25.2931	45.6301	61.6553	391.409	Lyra-03873
Cygnus	53.0804	36.6803	-27.2738	72.2023	404.0194	Cygnus-03874
Hydra	-17.0524	-45.3629	-48.1896	75.3466	414.832	Hydra-03875
Orion	-35.0832	17.9747	27.5256	48.2872	374.2229	Orion-03876
Lyra	48.3635	-37.3681	28.08	72.9098	417.8974	Lyra-03877
Cygnus	54.9895	25.6395	-42.2345	80.605	425.5746	Cygnus-03878
Hydra	-28.2086	-50.6225	-32.0496	72.8835	401.6291	Hydra-03879
Orion	-49.7158	12.3637	-2.4024	53.9882	374.6484	Orion-03880
Lyra	49.319	-32.5695	62.9099	91.2464	440.0081	Lyra-03881
Cygnus	43.3576	29.9731	-24.8878	66.5818	401.781	Cygnus-03882
Hydra	-3.3279	-72.6925	-51.899	91.6214	444.0582	Hydra-03883
Orion	-37.1558	21.582	28.0328	52.047	360.9109	Orion-03884
Lyra	35.4752	-23.0103	39.4614	62.835	401.1398	Lyra-03885
Cygnus	47.9735	33.3157	-38.986	78.8889	421.9206	Cygnus-03886
Hydra	-28.2587	-24.9029	-31.3431	56.6318	386.2546	Hydra-03887
Orion	-31.0522	18.6637	8.6659	40.9674	357.7074	Orion-03888
Lyra	31.8872	-29.3401	58.0372	74.6824	411.5748	Lyra-03889
Cygnus	34.5326	20.6339	-16.7783	44.9208	356.0243	Cygnus-03890
Hydra	-13.207	-44.6557	-16.9927	56.0604	390.3494	Hydra-03891
Orion	-37.0928	8.1052	8.8535	43.5495	357.7499	Orion-03892
Lyra	33.1586	-36.2958	32.8735	66.0436	398.2017	Lyra-03893
Cygnus	58.874	28.0467	-21.092	73.3172	409.8755	Cygnus-03894
Hydra	-22.4049	-46.0176	-34.6763	63.0462	398.7852	Hydra-03895
Orion	-38.0682	40.0034	7.3355	58.5111	382.3405	Orion-03896
Lyra	30.1903	-33.3361	46.2174	67.1407	400.8232	Lyra-03897
Cygnus	56.5127	33.3958	-20.7809	73.8185	398.3013	Cygnus-03898
Hydra	-23.2859	-38.5335	-40.7726	66.3961	386.4607	Hydra-03899
Orion	-36.167	-2.1023	11.1068	43.8825	359.9277	Orion-03900
Lyra	25.0501	-33.604	54.0548	69.9568	407.2496	Lyra-03901
Cygnus	64.459	32.3252	-20.7978	80.1036	424.5596	Cygnus-03902
Hydra	-31.7919	-47.5612	-16.7445	66.3192	401.1549	Hydra-03903
Orion	-24.4665	45.8663	25.4588	66.2104	406.1861	Orion-03904
Lyra	8.8057	-26.1992	57.1201	65.8363	404.6975	Lyra-03905
Cygnus	44.9387	27.6707	-32.8379	68.9198	404.1452	Cygnus-03906
Hydra	-15.1982	-32.192	-19.7845	47.5129	357.1401	Hydra-03907
Orion	-48.4413	30.5392	19.7018	62.1581	390.945	Orion-03908
Lyra	28.6691	-23.1592	63.6173	76.2202	416.2815	Lyra-03909
Cygnus	54.2926	26.9774	-32.0966	68.6594	399.841	Cygnus-03910
Hydra	-40.4353	-45.9121	-39.6374	79.4846	420.1822	Hydra-03911
Orion	-50.291	18.3413	13.5437	59.0146	393.8623	Orion-03912
Lyra	12.2841	-30.6127	52.5506	68.8569	416.382	Lyra-03913
Cygnus	52.983	25.0437	-44.7944	77.3108	422.9495	Cygnus-03914
Hydra	-5.4644	-46.8295	-25.7861	57.225	375.3429	Hydra-03915
Orion	-52.6245	29.5329	7.3098	61.9564	393.5481	Orion-03916
Lyra	52.3201	-33.5966	35.4487	80.5534	420.5187	Lyra-03917
Cygnus	61.8057	19.593	-19.1897	73.2291	408.0778	Cygnus-03918
Hydra	-45.1304	-42.325	-42.7477	80.9553	419.0005	Hydra-03919
Orion	-43.4955	19.4168	15.5089	54.6862	377.9839	Orion-03920
Lyra	10.0588	-31.0329	42.5263	55.7153	383.4795	Lyra-03921
Cygnus	65.655	17.384	-27.7837	77.1541	423.6853	Cygnus-03922
Hydra	-18.7841	-54.9964	-31.1966	66.7415	402.5085	Hydra-03923
Orion	-38.6169	7.6295	11.687	44.2682	369.505	Orion-03924
Lyra	9.9296	-19.8622	58.74	68.7365	417.7411	Lyra-03925
Cygnus	51.0298	38.4104	-15.9607	66.7439	390.8359	Cygnus-03926
Hydra	-20.4485	-53.6805	-30.8616	69.9895	413.1285	Hydra-03927
Orion	-42.6589	18.1227	9.0447	49.2512	364.8352	Orion-03928
Lyra	12.786	-44.3429	25.6706	60.0653	388.0842	Lyra-03929
Cygnus	50.6968	17.8147	-28.0805	65.4619	408.4617	Cygnus-03930
Hydra	-5.1898	-46.4464	-32.5969	64.601	395.4228	Hydra-03931
Orion	-24.6101	-13.3039	14.9173	39.6079	354.5275	Orion-03932
Lyra	13.007	-15.1421	39.853	46.2511	373.8744	Lyra-03933
Cygnus	55.7862	26.413	-30.2009	75.4114	418.7462	Cygnus-03934
Hydra	-18.8592	-46.1217	-24.8427	56.5823	379.507	Hydra-03935
Orion	-44.6826	1.0282	-8.3738	47.2959	376.87	Orion-03936
Lyra	37.5476	-25.5183	52.6506	76.9731	422.5539	Lyra-03937
Cygnus	33.1112	13.5038	-20.4858	43.6955	359.4469	Cygnus-03938
Hydra	-9.357	-48.8204	-22.2659	55.519	376.6155	Hydra-03939
Orion	-24.4915	29.1406	11.7373	44.034	351.2533	Orion-03940
Lyra	15.9272	-36.7536	44.6675	65.6705	395.4336	Lyra-03941
Cygnus	36.3837	40.2879	-23.6969	65.3857	383.497	Cygnus-03942
Hydra	-31.0533	-55.4231	-23.6359	68.6708	405.8531	Hydra-03943
Orion	-55.3541	3.675	-0.2548	58.4345	376.7751	Orion-03944
Lyra	19.8578	-29.9591	49.4078	65.0363	399.8643	Lyra-03945
Cygnus	55.7747	42.1863	-25.6889	82.8048	427.8131	Cygnus-03946
Hydra	-38.5025	-52.27	-25.9444	69.9433	399.6678	Hydra-03947
Orion	-35.8028	23.8123	12.7696	49.0661	358.8318	Orion-03948
Lyra	25.2404	-32.2094	56.5003	70.7621	408.9507	Lyra-03949
Cygnus	31.4812	13.7131	-14.0409	43.1896	368.233	Cygnus-03950
Hydra	-6.8354	-54.4814	-26.3653	65.324	397.2349	Hydra-03951
Orion	-35.9308	22.5949	7.8403	47.1894	368.59	Orion-03952
Lyra	-2.7114	-20.4511	45.1315	56.8076	381.8352	Lyra-03953
Cygnus	32.0667	23.9022	-27.5539	51.7346	367.5187	Cygnus-03954
Hydra	-11.2768	-51.9385	-23.3038	64.0553	396.1045	Hydra-03955
Orion	-46.5639	31.1321	23.2101	69.3071	413.9525	Orion-03956
Lyra	31.2937	-17.6054	42.0234	64.2138	396.6445	Lyra-03957
Cygnus	37.3012	19.5748	-43.4867	62.8808	389.4902	Cygnus-03958
Hydra	-19.2658	-47.7467	-28.7914	62.199	383.3324	Hydra-03959
Orion	-61.204	24.4281	12.5926	75.3207	427.2547	Orion-03960
Lyra	4.9713	-16.3956	49.0585	54.8608	376.4378	Lyra-03961
Cygnus	51.5532	16.0615	-14.1293	59.3107	379.8912	Cygnus-03962
Hydra	3.8152	-45.5161	-32.4052	64.8163	402.2595	Hydra-03963
Orion	-27.3584	14.5963	14.0484	35.4514	331.2038	Orion-03964
Lyra	31.4505	-42.7328	39.2442	73.7863	404.965	Lyra-03965
Cygnus	43.8377	25.0962	-17.0399	55.2932	373.926	Cygnus-03966
Hydra	11.984	-44.4577	-35.1491	65.2127	389.2737	Hydra-03967
Orion	-37.0058	8.6136	12.962	43.4599	361.5853	Orion-03968
Lyra	29.7143	-27.6514	35.1331	58.6335	393.7232	Lyra-03969
Cygnus	46.9784	33.0812	-26.435	69.2565	400.2842	Cygnus-03970
Hydra	1.3069	-52.6013	-32.7401	62.8132	400.6006	Hydra-03971
Orion	-51.824	33.2226	17.9141	68.6003	400.1888	Orion-03972
Lyra	18.5945	0.943	23.7447	35.4406	344.4504	Lyra-03973
Cygnus	22.4045	41.571	-28.7983	58.345	389.1075	Cygnus-03974
Hydra	-19.1281	-71.9167	-21.7503	78.2177	425.6408	Hydra-03975
Orion	-51.3992	20.4934	13.3956	62.2629	389.0604	Orion-03976
Lyra	22.0568	-39.898	50.4044	69.3558	408.1409	Lyra-03977
Cygnus	62.1591	19.4404	-23.6912	73.4601	401.2902	Cygnus-03978
Hydra	-16.3689	-37.0004	-23.9183	50.9168	380.3185	Hydra-03979
Orion	-44.8658	-12.7238	13.5609	52.73	368.6814	Orion-03980
Lyra	29.0791	-23.0512	41.3992	57.4276	383.8768	Lyra-03981
Cygnus	60.5849	17.4363	-39.8653	81.3832	434.7833	Cygnus-03982
Hydra	-45.4187	-43.3247	-33.8595	77.8227	413.2084	Hydra-03983
Orion	-39.7038	26.6014	9.9122	48.9521	372.1601	Orion-03984
Lyra	25.4768	-22.621	51.62	66.3792	389.121	Lyra-03985
Cygnus	47.2315	38.1538	-23.6498	70.2237	408.1436	Cygnus-03986
Hydra	-28.6752	-30.9905	-44.5756	70.229	410.9398	Hydra-03987
Orion	-35.1577	13.671	2.0465	38.1889	348.2249	Orion-03988
Lyra	11.3828	-26.5549	62.4724	72.225	410.5685	Lyra-03989
Cygnus	55.5951	36.4734	-12.2041	69.461	409.722	Cygnus-03990
Hydra	-26.0733	-35.5722	-25.7915	54.8502	377.4761	Hydra-03991
Orion	-32.7454	26.7644	14.2565	51.1284	379.2445	Orion-03992
Lyra	29.123	-41.8485	31.4987	60.202	393.3309	Lyra-03993
Cygnus	50.658	51.4592	-35.8332	86.7268	435.2326	Cygnus-03994
Hydra	-8.6594	-31.0182	-30.1323	46.4404	353.3781	Hydra-03995
Orion	-43.8959	20.1768	-11.8382	56.6883	380.2717	Orion-03996
Lyra	9.9846	-29.5625	43.091	56.1485	366.0341	Lyra-03997
Cygnus	59.1152	22.5901	-25.0511	69.789	406.4186	Cygnus-03998
Hydra	-23.1597	-52.1766	-48.2646	79.2563	425.677	Hydra-03999
Orion	-31.974	10.6402	7.9062	38.54	353.2718	Orion-04000
Lyra	38.3894	-23.6929	64.3474	83.3283	431.9451	Lyra-04001
Cygnus	58.1736	34.4882	-22.0162	78.6575	427.4815	Cygnus-04002
Hydra	-27.5499	-43.8034	-26.6283	66.6894	401.4077	Hydra-04003
Orion	-39.6114	20.5359	13.0225	53.951	365.7344	Orion-04004
Lyra	14.5758	-38.1917	26.9094	49.9	360.0034	Lyra-04005
Cygnus	62.39	41.5902	-14.5747	79.7326	433.9127	Cygnus-04006
Hydra	-23.3364	-28.9056	-44.5311	58.284	389.2273	Hydra-04007
Orion	-39.3532	22.2027	-0.8217	47.0579	368.2926	Orion-04008
Lyra	26.3005	-36.3631	51.3348	71.9043	410.1268	Lyra-04009
Cygnus	71.3948	25.328	-30.4328	90.4524	441.9894	Cygnus-04010
Hydra	-19.2966	-35.807	-35.6244	54.6153	389.5035	Hydra-04011
Orion	-60.3632	13.5948	-4.3651	68.8642	407.7575	Orion-04012
Lyra	37.8241	-38.225	62.2238	86.252	441.8422	Lyra-04013
Cygnus	57.3148	9.9521	-34.4849	70.2466	393.3198	Cygnus-04014
Hydra	-15.433	-39.9041	-30.4447	60.7623	386.0849	Hydra-04015
Orion	-48.9209	23.4173	28.3095	62.6197	399.8314	Orion-04016
Lyra	18.1668	-18.5396	72.0721	76.6517	416.2074	Lyra-04017
Cygnus	54.894	37.6153	-25.669	74.2502	403.5837	Cygnus-04018
Hydra	0.2229	-40.1361	-42.5263	67.3558	395.7444	Hydra-04019
Orion	-49.4183	29.6384	14.421	60.5467	397.0041	Orion-04020
Lyra	10.1473	-58.1346	31.4532	67.6554	402.0968	Lyra-04021
Cygnus	57.9737	25.9059	-32.7081	71.8573	412.9445	Cygnus-04022
Hydra	-0.712	-48.1958	-39.5342	66.2142	400.5217	Hydra-04023
Orion	-54.837	23.6642	8.1885	68.051	405.7058	Orion-04024
Lyra	14.1642	-32.8902	53.7555	66.9743	399.4144	Lyra-04025
Cygnus	52.914	18.8803	-11.867	61.9721	392.9576	Cygnus-04026
Hydra	-26.5538	-48.041	-18.7632	66.9529	400.6899	Hydra-04027
Orion	-41.5026	0.1006	15.0117	44.2263	359.8537	Orion-04028
Lyra	19.7139	-35.5852	64.4583	81.5773	423.9488	Lyra-04029
Cygnus	64.7836	45.1487	-8.1088	87.8798	432.2968	Cygnus-04030
Hydra	-10.0409	-51.8218	-24.3496	63.2829	394.8536	Hydra-04031
Orion	-36.0713	19.0475	17.5102	46.1228	359.7212	Orion-04032
Lyra	21.2962	-30.1589	47.8511	60.8052	394.3566	Lyra-04033
Cygnus	61.3798	11.939	-22.1276	75.0907	409.9832	Cygnus-04034
Hydra	0.1719	-33.4214	-32.6414	49.6741	374.799	Hydra-04035
Orion	-47.3763	-3.0441	13.6735	53.9425	383.1397	Orion-04036
Lyra	4.5747	-35.6734	41.2667	56.4827	377.8108	Lyra-04037
Cygnus	54.5421	21.4462	-12.0107	63.3721	404.0198	Cygnus-04038
Hydra	-13.349	-39.8669	-24.821	51.944	373.838	Hydra-04039
Orion	-42.2513	8.5326	9.4059	51.6035	370.4618	Orion-04040
Lyra	25.2376	-44.6805	59.9152	79.4045	429.5751	Lyra-04041
Cygnus	56.6229	13.8455	-42.1724	77.4525	427.5828	Cygnus-04042
Hydra	-41.2327	-62.342	-27.9735	84.2748	434.7142	Hydra-04043
Orion	-37.0082	29.8059	7.8654	49.6055	374.6816	Orion-04044
Lyra	32.9732	-37.3859	22.8827	60.6185	382.3209	Lyra-04045
Cygnus	36.2604	23.0688	-36.8009	57.46	398.1151	Cygnus-04046
Hydra	-11.5685	-40.3499	-28.6905	55.1783	381.3104	Hydra-04047
Orion	-40.8041	26.4799	28.9331	59.0642	382.2626	Orion-04048
Lyra	13.8395	-18.523	21.5356	33.8645	340.2237	Lyra-04049
Cygnus	74.8224	42.174	-31.948	95.4705	439.8191	Cygnus-04050
Hydra	-39.9943	-40.1075	-18.8067	61.1062	391.2826	Hydra-04051
Orion	-42.9262	3.5848	8.9793	46.4359	375.727	Orion-04052
Lyra	25.8086	-21.0931	54.471	71.6005	412.416	Lyra-04053
Cygnus	47.9126	34.2725	-26.7316	65.9462	408.1915	Cygnus-04054
Hydra	-22.3233	-47.9552	-32.6476	66.817	411.7493	Hydra-04055
Orion	-66.0946	25.4062	6.6449	75.3157	416.3668	Orion-04056
Lyra	33.0192	-32.5958	42.8065	64.508	384.2351	Lyra-04057
Cygnus	67.2155	36.5652	-27.3555	88.4415	434.7552	Cygnus-04058
